composition,Mean VEC,electronegativity_difference,Atomic_Radius_Difference,Calculated_Youngs_Modulus,Mixing_Enthalpy,Mixing_Entropy,Work_Function,Shear_Modulus_G,MOd_Missmatch,shear_modulus_difference,melting_Temp,cohesive_enrg,Ionization_enrg,Pauling_electronegativity
Al1 Co1 Cu1 Li1 Pd1 Ti1,6.3333,0.705,17.1667,109.5,-23.7778,14.8967,1.675,40.3,-0.1517,0.2868,1380.3233,3.6017,7.025,0.2911
Al1.48 Co0.2 Cr2.0 Nb0.14 Ti1.35,4.7079,0.2588,16.53,169.1876,-19.3402,10.8052,2.0844,67.436,-0.155,0.3362,1760.2487,4.1892,6.6022,0.0099
Al1.48 C0.31 Co0.21 W1.9,6.8128,0.4854,54.7923,321.5103,-17.4935,8.9511,2.206,105.9677,-0.1716,0.3795,2560.7604,6.4332,7.4222,0.283
Cu1 Nb1 Zn1,9.3333,0.1833,10.0,114.3333,1.3333,9.1339,1.4533,43.1,-0.0046,0.0095,1600.15,4.1367,7.9597,0.0344
Co1 Cr1 Cu1 Fe1 Nb1 Y1,7.0,0.4617,39.5,166.3333,-2.6667,14.8967,1.1983,66.55,-0.0759,0.1678,1944.295,4.715,7.2087,0.1098
Al1 B1 Be1 Mn1 Mo1,4.2,0.374,29.8,266.8,-16.32,13.3809,2.086,96.66,-0.1702,0.3409,1851.494,4.438,7.6278,0.1351
Co1 Cu1 Pd1 Ti1 V1,7.8,0.37,12.4,140.8,-25.12,13.3809,1.384,53.66,-0.0222,0.0474,1815.564,4.386,7.5036,0.1074
Cr1 Cu1 Hf1 Ni1 W1,9.0,0.534,23.4,232.8,-7.2,13.3809,1.254,86.06,-0.1368,0.3004,2293.354,5.39,7.3644,0.2408
Co1 Hf1 Ni1 V1,8.0,0.38,23.5,170.25,-27.75,11.5257,1.2125,59.5,-0.0478,0.0981,2046.25,5.04,7.273,0.1199
B1 Zr1,3.5,0.355,37.5,272.0,-71.0,5.7628,2.235,101.5,-0.1819,0.4555,2238.5,6.13,7.466,0.252
Co1.4 Cr0.26 Fe0.16 Pd1.23 Ti1.13 V0.89,7.2406,0.3749,11.9349,156.357,-32.3716,13.3052,1.4309,59.6824,-0.0413,0.0992,1916.4618,4.5144,7.5012,0.1223
Co1 Cr1 Cu1 Li1 Ta1,7.2,0.604,16.2,163.0,11.36,13.3809,1.108,62.3,-0.1781,0.3378,1809.884,4.342,7.1312,0.226
Al1 Cr1 Mo1 Nb1 Sn1 Ti1,4.6667,0.405,22.0,158.1667,-8.1111,14.8967,2.2733,60.2167,-0.2071,0.4718,1867.5917,4.9733,6.7972,0.1021
Al1 Cu1 Fe1 Mn1 Nb1,6.8,0.202,17.0,142.8,-7.84,13.3809,1.486,45.92,-0.0758,0.1778,1674.248,4.324,7.1614,0.039
B1.51 Be1.3 Fe0.34 Mo0.71 W0.38,4.2241,0.4322,30.6981,357.1014,-17.3063,12.0381,2.1196,142.1132,-0.0196,0.0353,2276.1769,5.3537,8.3405,0.1405
Cu1 Fe1 Mn1 Nb1 Ti1 Zn1,7.8333,0.2217,12.3333,144.6667,-5.4444,14.8967,1.5817,48.3833,-0.0444,0.1043,1678.575,4.0767,7.6738,0.0382
Co1 Cr1 Fe1 Hf1 Mn1 Zr1,7.0,0.2917,22.5,189.1667,-19.8889,14.8967,1.2167,61.6667,-0.119,0.2617,1985.3333,4.7067,7.2405,0.1
Cu1.0 Nb0.8 Ti1.42,6.4224,0.2333,12.8509,117.6149,-3.128,8.8975,1.9747,43.8447,-0.0037,0.0076,1960.8665,5.1034,7.0897,0.0502
Al0.46 Cr0.56 Mo1.71 N1.67 Ti1.93,4.9084,0.9211,54.4171,233.1611,-116.3441,12.2409,2.879,68.4705,-0.1351,0.306,1651.4924,5.2181,8.8676,0.7278
Hf1 Ni1 V1 Zn1,8.75,0.3225,21.25,145.0,-24.25,11.5257,1.465,51.5,-0.051,0.1098,1777.42,4.28,7.6512,0.0937
Ba1.65 Cr1.73 Hf1.31 Ni1.19 Ta0.34,6.2894,0.529,85.0932,159.8071,19.4215,12.5649,1.4728,57.9421,-0.2624,0.5607,1909.836,4.0771,6.5951,0.2797
Hf0.3 Ni0.5 Pd0.8 Ta1.93 V0.48 W1.94,9.1714,0.6094,18.3849,245.0017,-21.9041,12.9882,1.3634,93.2891,-0.1306,0.2696,2965.3916,7.1573,7.7746,0.3139
Al1 Co1 Cr1 Cu1 Mn1 Ni1 Si1 W1,7.5,0.5137,14.0,200.5,-17.0625,17.2885,1.765,72.95,-0.1446,0.339,1858.53,4.5287,7.4311,0.1133
Cr0.14 Fe0.52 Mo0.74 Nb1.3 Ta0.45 Zr0.63,5.955,0.4734,17.545,177.6878,-9.0254,13.5791,1.3398,65.8148,-0.1104,0.2648,2588.9153,6.7318,7.0969,0.1493
Al1.02 Cr1.29 Fe0.36 Mo0.24 Nb0.16 Ta1.39,6.3744,0.5228,14.3991,193.1771,-14.7312,12.7981,1.6507,75.2211,-0.103,0.2083,2270.0537,5.4628,7.0476,0.0479
Cu0.68 Fe1.41 Ta1.1 W1.48,9.3062,0.4304,10.8779,256.7002,0.2641,11.198,1.2856,99.0672,-0.0914,0.1928,2690.4483,6.5289,7.8615,0.2106
Al1 Co1 Cr1 Mn1 Nb1 W1,6.6667,0.5833,15.5,212.0,-12.5556,14.8967,1.46,75.05,-0.1844,0.4242,2140.9117,5.2067,7.1152,0.1583
Co1.07 Cr1.26 Ni0.66 Si1.41 Ta0.12,6.75,0.3192,24.1195,194.7699,-36.6933,11.9543,2.1213,77.4027,-0.0515,0.1145,1892.1482,4.4898,7.6197,0.0278
Al1.28 Fe0.11 Ni1.21 Pd0.83 Ta1.46,7.8241,0.4435,14.411,148.6299,-39.6929,12.0029,1.7302,55.6041,-0.0654,0.1358,2005.2379,5.1531,7.4059,0.1292
Li0.92 Nb1.44 Ni0.59 V1.16 Y0.95,4.4802,0.479,30.2174,96.5613,18.3579,13.052,1.2538,41.2043,-0.1438,0.2652,1904.7842,5.023,6.5084,0.177
Co1 Cr1 Fe1 Mg1 Ni1 Sn1 Ti1 V1,6.0,0.405,25.625,154.75,-4.9375,17.2885,1.7588,60.5,-0.1379,0.2686,1629.885,4.0025,7.3442,0.0858
Co0.64 Cu0.26 Ni1.69 Pd1.27 Ti1.86,7.9825,0.3497,11.8969,152.9703,-37.1565,12.0157,1.7019,57.1185,-0.0343,0.0732,1807.123,4.4024,7.5616,0.1195
Al1 Co1 Cr1 Fe1 Si1,6.0,0.166,10.6,175.2,-28.0,13.3809,2.106,69.06,-0.0927,0.1941,1675.894,4.152,7.3374,0.028
B1 Cr1 Ni1 Pd1 V1,6.8,0.312,37.0,235.6,-31.68,13.3809,1.384,92.4,-0.1069,0.2436,2053.61,4.694,7.5576,0.0958
Al1.29 Cu1.91 Mo1.3 Pd0.18 Ta2.0 Ti0.51,7.5828,0.4343,16.8248,169.5744,-7.1092,13.3485,1.7327,62.662,-0.1025,0.2371,2150.3861,5.4576,7.2977,0.1304
Cr1 Fe1 Mo1 Ti1,6.0,0.3625,12.0,233.75,-7.75,11.5257,1.5975,90.25,-0.0554,0.1137,2207.0,5.0125,7.149,0.1088
Al1 Co1 Cr1 Fe1 Sc1 V1,5.6667,0.3017,29.8333,161.8333,-17.3333,14.8967,1.7333,64.05,-0.111,0.2332,1781.5783,4.1183,6.974,0.0569
Ag1 Cr1 Fe1 Nb1 Ta1,7.8,0.226,12.2,172.8,6.4,13.3809,1.174,66.8,-0.0983,0.2126,2253.186,5.4,7.3788,0.0485
Co1.0 Cr0.85 Fe0.94 Mn1.94 Mo0.37 Ni0.49,7.5707,0.4152,11.8426,223.3166,-2.9708,13.7551,1.0588,71.4436,-0.0738,0.1819,1822.619,3.9825,7.4871,0.0651
Al1 Co1 Cr1 Fe1 Hf1 Zr1,6.3333,0.3017,24.0,167.8333,-30.2222,14.8967,1.5433,60.2167,-0.1366,0.2987,1887.745,4.78,6.9992,0.0993
Ba1 Cr1 Fe1 Ni1 Y1,5.8,0.612,91.2,153.4,12.16,13.3809,1.406,63.8,-0.184,0.3478,1703.6,3.74,6.7476,0.3012
Co1 Cr1 Cu1 Ti1,7.5,0.205,15.0,183.5,-7.5,11.5257,1.495,70.575,-0.0711,0.1604,1811.6925,4.2075,7.3005,0.0457
Co1 Li1,5.0,0.45,13.5,110.0,8.0,5.7628,1.025,39.6,-0.308,0.7991,1110.825,3.01,6.6365,0.405
Ni1 Sc1,6.5,0.275,19.0,137.0,-39.0,5.7628,2.325,52.5,-0.0845,0.2004,1771.0,3.855,7.101,0.1512
Ag1 Cr1 Cu1 Fe1 Ni1,9.2,0.186,14.8,180.6,14.56,13.3809,1.028,70.26,-0.082,0.1732,1662.34,3.852,7.5222,0.0196
Cr1 Nb1 Ta1,6.6667,0.0867,12.0,190.0,-6.2222,9.1339,1.27,74.0,-0.0817,0.1827,2740.0,6.59,7.1387,0.0087
Fe1 Ni1 V1,7.6667,0.16,6.0,179.6667,-12.0,9.1339,1.0367,71.6667,-0.01,0.0221,1907.3333,4.6767,7.4293,0.0277
Cr0.66 Fe1.16 Mn0.66,7.2016,0.1602,1.2016,225.6371,0.0687,8.8128,1.0154,78.2742,-0.0668,0.141,1831.4919,3.8702,7.4754,0.0284
Co1 Fe1 Mo1 Ni1,8.25,0.215,10.5,237.25,-4.25,11.5257,1.1575,88.25,-0.0211,0.0441,2050.75,4.9825,7.6305,0.0325
Al1 Fe1 Mn1 Mo1 Re1,7.0,0.35,11.4,254.2,-7.84,13.3809,1.58,88.26,-0.1835,0.405,2123.694,5.056,7.2602,0.0954
Al1.07 Ni1.89 V1.6 Zr1.89,5.8403,0.2908,23.9659,129.5132,-38.6924,11.3337,1.4991,50.442,-0.073,0.1525,1826.2718,5.0891,6.8491,0.0987
Au0.73 Cr1.32 Mo1.12 Nb0.34 Ta0.48 V1.75,5.7596,0.6966,9.4181,199.0732,-7.2332,13.7696,1.0938,78.6934,-0.1008,0.1979,2340.0385,5.5015,7.2315,0.2325
Ag1 Cr1 Cu1 Pd1 Ti1,8.4,0.354,9.6,145.8,-12.48,13.3809,1.384,56.26,-0.1119,0.2846,1708.35,3.856,7.4468,0.1054
Cr1 Hf1 Mo1 W1 Zn1 Zr1,7.6667,0.6167,16.8333,227.5,-7.3333,14.8967,1.505,83.6667,-0.1734,0.3663,2349.6133,5.62,7.4305,0.3123
Al1 Mo1 Nb1 Ni1 Ti1,5.6,0.396,16.8,164.0,-24.8,13.3809,1.982,60.86,-0.1316,0.3093,2049.694,5.408,6.8624,0.1116
Ag0.38 Al1.61 Co1.02 Cr0.5 Nb0.76 Ni0.92 Pd0.39,6.8262,0.425,17.7151,144.7867,-21.991,15.1573,1.6461,54.4271,-0.1117,0.2688,1659.1791,4.3752,7.053,0.065
Al0.15 Co1.3 Cr1.0 Cu1.1 Fe1.02 Re1.87,9.1584,0.2309,11.4581,277.2096,5.1744,13.7396,1.1645,106.5334,-0.1089,0.222,2240.2977,5.169,7.6404,0.0165
Al1.4 Cr1.88,4.7195,0.0287,5.7317,189.7927,-9.7858,5.6735,1.8121,77.1402,-0.1439,0.3235,1647.9445,3.7841,6.4336,0.0012
Al1.29 Nb1.99 Ni1.48 Ta1.62,6.7712,0.2615,17.2351,140.5282,-28.0857,11.4201,1.6881,52.3208,-0.0701,0.1467,2282.7455,6.1273,7.0943,0.045
Al1 Co1 Mn1,6.3333,0.2,5.3333,159.0,-19.1111,9.1339,1.6967,45.4333,-0.0949,0.2179,1406.8233,3.5567,7.1003,0.0412
Au1 V1,5.0,0.455,5.0,103.0,-19.0,5.7628,0.95,42.0,-0.0552,0.1276,1760.165,4.555,7.986,0.4141
B1 Ba1 Co1 Cr1 Fe1 Pd1 V1,6.1429,0.8429,111.5714,201.5714,-12.8163,16.1783,1.41,78.2857,-0.1907,0.3912,1874.15,4.16,7.3061,0.3057
Be1 Cr1 Cu1 Mn1 Ti1,6.0,0.256,22.0,202.0,-8.48,13.3809,1.6,74.86,-0.1309,0.2899,1711.554,3.744,7.6154,0.0364
Al1 Cu1 Li1 Ni1 Pd1,7.0,0.74,19.8,106.4,-20.32,13.3809,1.43,39.76,-0.1809,0.3606,1260.188,3.362,7.0162,0.3434
Cr0.89 Mn0.94 Ta1.22 V0.54 Zr0.27,6.9119,0.2254,23.4767,195.8161,-5.0814,12.5337,1.1942,67.1295,-0.0885,0.1945,2366.6425,5.4161,7.2721,0.0157
Co1.47 Cu0.92,9.7699,0.0123,1.8452,178.59,5.6823,5.5407,1.0185,64.7222,-0.0194,0.0403,1610.0872,4.0436,7.8213,0.0002
Al1 Co1 Cu1 Fe1 Mo1 N1 Ni1 Ti1,7.0,1.0562,56.5,195.625,-54.25,17.2885,2.065,63.95,-0.0897,0.1947,1562.2988,4.565,8.1995,0.3825
Al1 Co1 Fe1 Hf1 Mn1 Ni1 Ti1 Zr1,6.625,0.3188,24.25,155.25,-33.0,17.2885,1.6975,50.1625,-0.0893,0.1906,1791.8088,4.5988,7.1412,0.0984
Al1.14 Fe0.94 Mo0.47,5.3961,0.3675,14.1804,169.7137,-9.4426,8.6423,1.9889,64.1027,-0.1226,0.3244,1618.6729,4.3369,6.8974,0.0806
Al1 Au1 Cr1 Mo1 Nb1 V1,5.0,0.6733,16.8333,164.8333,-15.0,14.8967,1.4233,63.8833,-0.1689,0.3778,2046.6333,5.16,7.0972,0.2584
Si1 Sn1,4.0,0.03,25.5,78.5,-11.0,5.7628,4.245,32.5,-0.0839,0.1991,1096.04,3.885,7.7475,0.0018
Co0.16 Mn0.94 Nb0.51 Pd0.17 V0.74,6.3373,0.5516,12.4167,154.127,-12.6864,11.7055,1.0533,45.2143,-0.0305,0.0717,1999.7732,4.7217,7.1847,0.0562
Fe1 Mn1 Nb1,6.6667,0.17,13.0,171.3333,-8.8889,9.1339,1.14,51.6667,-0.0765,0.1729,2026.6667,4.9233,7.365,0.0297
Cu1 Fe1 Ni1 Re1 Ti1,8.8,0.276,14.6,224.0,-8.16,13.3809,1.528,85.66,-0.1278,0.3207,2059.354,4.992,7.5952,0.0397
Cu1.37 Zr1.99,6.8542,0.3376,18.9524,108.6786,-22.2169,5.6205,1.2902,39.2384,-0.0163,0.0367,1813.9479,5.2905,7.0792,0.1569
Ag1 Cu1 Mo1 Ti1 V1,7.4,0.328,10.6,157.2,10.08,13.3809,1.466,59.86,-0.1101,0.2736,1922.54,4.684,7.195,0.0992
Al1.26 Cu0.39 Mo1.84 Ti1.45,5.0425,0.3428,17.1235,184.7085,-11.3132,10.6134,2.2538,68.1326,-0.1622,0.3555,1993.6827,5.0964,6.7851,0.1556
Al1.92 Au0.9 Cr0.18 Fe0.5 Ti1.51,4.2675,0.7603,14.5689,106.8822,-34.1208,11.5311,2.3843,40.5062,-0.0962,0.2956,1442.0498,4.0065,7.0411,0.2659
Al1 Cr1 Fe1 Hf1 Mn1 Nb1 V1,6.0,0.2971,25.0,162.1429,-15.5102,16.1783,1.43,54.7571,-0.1294,0.3083,1983.21,4.7943,6.917,0.0428
Al0.41 Co0.9 Cr0.2 Cu1.17 Fe0.43 Ni1.92 V1.42,8.2388,0.2002,8.9426,167.6264,-7.8136,14.4811,1.1584,65.1029,-0.037,0.0723,1735.6378,4.3624,7.3777,0.0311
Ag1.0 Au1.87 Co1.47 Nb0.54 Pd1.63 Re0.46,8.2697,0.5187,13.66,143.9024,-2.795,13.9439,1.0496,52.3472,-0.155,0.5206,1777.6985,4.3862,8.2177,0.1806
Co1.54 Cr0.86 Mn0.78 Ti1.34 Zr0.53,6.3287,0.3136,24.6693,182.4752,-20.2813,12.8098,1.5933,63.0,-0.0916,0.2055,1883.3901,4.4602,7.212,0.0632
Cr1 Nb1 Ni1 Pd1 Re1,8.4,0.346,11.2,233.6,-21.44,13.3809,1.152,90.2,-0.1429,0.329,2389.01,5.58,7.4766,0.0908
Au1 B1 Fe1 Re1 Zn1,7.8,0.548,40.2,262.0,-4.0,13.3809,1.694,100.0,-0.1878,0.3977,1929.802,4.612,8.54,0.1817
Cu0.42 Fe1.55 Ni0.39 Re1.74,9.7707,0.0445,6.6829,308.6024,5.3351,9.8826,1.2039,118.7185,-0.0967,0.1903,2456.0716,5.7506,7.8497,0.0024
Cr1.9 Cu1.09 Nb0.42 Ni1.35 Pd1.79 Ti0.61,8.2863,0.3351,14.3296,177.8282,-18.7257,13.9337,1.1907,69.177,-0.0874,0.1884,1894.6912,4.2862,7.4748,0.1058
Co1.2 Mn1.91 Mo1.17 Nb1.14 Ni0.97 Sn1.2 Ti0.54 Zr1.89,6.0988,0.4516,20.4731,162.4661,-20.196,16.7977,1.6681,52.0978,-0.1417,0.3487,1886.0804,5.0389,7.1972,0.147
Al1 Cr1 Mn1 Mo1 Ta1 Ti1 Zr1,5.5714,0.5386,22.1429,181.7143,-15.0204,16.1783,1.78,63.1857,-0.1486,0.3357,2126.7814,5.24,6.9483,0.1152
Cr1 Nb1 Ni1 Ti1 Zr1,5.8,0.302,19.0,158.8,-22.56,13.3809,1.584,61.2,-0.1083,0.2533,2145.4,5.498,6.9256,0.0704
Cr1.4 Cu0.69 Ni0.84 Ti0.43 V1.36 Zr1.08,6.419,0.3174,23.8052,167.8931,-14.3054,14.3182,1.2222,67.284,-0.0903,0.196,1990.0226,4.8685,6.9824,0.0746
Co0.86 Mo0.66 Ti1.88 W0.53 Y0.98,5.5927,0.6525,30.6049,182.3849,-3.7203,12.5076,2.055,71.6762,-0.1179,0.3228,2200.0591,5.3936,7.0387,0.2737
Al1 Fe1 Ti1 W1,6.25,0.525,14.5,202.0,-16.5,11.5257,2.13,78.325,-0.1819,0.4374,2095.1175,5.3475,7.145,0.2066
Mg1 Zn1,7.0,0.17,5.5,76.5,-4.0,5.7628,2.025,30.0,-0.0795,0.1878,807.84,1.43,8.52,0.0578
Cr1.91 Nb1.23,5.6083,0.0365,10.949,210.8408,-6.6717,5.5663,1.0767,84.8376,-0.0917,0.1963,2403.2803,5.4593,6.7639,0.0017
Mo1 Ta1,7.5,0.33,3.5,257.5,-5.0,5.7628,1.48,94.5,-0.0325,0.0728,3093.0,7.46,7.4945,0.2178
Co0.77 Cr0.61 Cu0.82 Fe1.33 Re0.46 Ti0.87 W1.61,8.4838,0.4333,13.8362,261.8176,-1.3873,15.5209,1.4147,101.3811,-0.1072,0.2218,2386.6957,5.6597,7.6147,0.1517
Ba1.9 Co1.63 Cr0.32 Mo1.38 Nb1.78 Ni1.06,5.969,0.7383,90.8501,162.0285,21.8659,14.0807,1.4037,59.7708,-0.217,0.4572,2007.7571,4.8028,6.7956,0.4002
Al0.23 Fe0.77 Mn0.62 Ni1.3 Ti1.38,6.9093,0.201,15.1488,167.7698,-25.2908,12.2238,1.8235,58.2347,-0.0587,0.1162,1738.5879,4.266,7.3081,0.0563
Mn0.9 Nb1.28 Ti1.07 Y0.84 Zr1.97,4.5182,0.2215,25.6584,111.495,3.6809,12.9451,1.7133,37.4043,-0.0055,0.0119,2090.3119,5.63,6.7557,0.0392
Fe1.36 Mo1.22,7.0543,0.174,6.8527,266.7984,-1.9941,5.7506,1.2108,99.969,-0.0164,0.036,2324.062,5.4811,7.5223,0.0543
Co1.96 Fe0.12 Mo1.17 Ni0.25 Ta0.78 V1.03 Zr1.31,6.8776,0.4228,21.7447,191.8353,-21.3348,14.3428,1.2333,71.2991,-0.0675,0.1473,2281.7659,5.8231,7.3118,0.1603
Al0.92 Fe0.89 Mo0.73 Ni0.69 Si0.27,6.3543,0.2978,14.0571,188.3571,-19.5476,12.8377,1.9255,71.4017,-0.1004,0.2169,1780.7064,4.6265,7.1984,0.0721
Al1 Cr1 Cu1 Ti1 V1,5.8,0.232,16.0,144.6,-9.6,13.3809,1.772,58.12,-0.1108,0.2691,1719.048,4.222,6.8106,0.03
Fe1 Mo1 Si1 Sn1 Ti1,5.2,0.338,26.0,162.6,-25.6,13.3809,2.792,62.2,-0.1462,0.323,1768.016,4.744,7.4648,0.0813
Co1.75 Cr1.95 Mn0.36 Mo1.18 Zr0.49,6.808,0.465,27.9773,247.0087,-9.2999,11.9608,1.1073,91.7749,-0.0647,0.1106,2155.644,4.8824,7.2061,0.1162
Ba1.24 Cr1.53 Hf0.9 Mo1.23 Nb0.84 Ni1.36,6.2028,0.7173,95.9704,188.3746,16.6543,14.7167,1.3951,69.3,-0.2172,0.4035,2120.1352,4.8222,6.7266,0.3458
Cr1 Cu1 Fe1 Nb1,7.5,0.1525,14.0,181.25,1.0,11.5257,1.0725,70.825,-0.0824,0.1825,2024.6925,4.86,7.2885,0.0297
Co1 Cr1 Re1 Ti1 W1 Zr1,7.3333,0.5817,20.6667,262.0,-19.2222,14.8967,1.55,101.0,-0.1441,0.2986,2528.5,6.1117,7.309,0.2118
Cr1.75 Ta0.91,7.0263,0.1053,11.8421,247.1842,-6.3019,5.3411,1.1424,99.2632,-0.0237,0.0483,2559.7368,5.4684,7.1512,0.0115
Al0.2 Co1.91 Cr0.86 Hf1.93 Mn1.85,7.6059,0.2923,23.5556,192.2,-20.9754,11.945,1.2889,54.8237,-0.1185,0.2943,1938.5339,4.3857,7.2585,0.0978
Cr1 Fe1 Mo1 Nb1 Ta1,6.8,0.41,11.0,222.0,-9.44,13.3809,1.25,84.8,-0.0635,0.1279,2585.4,6.174,7.2834,0.107
Co1.59 Cr0.87 Cu1.42 Ti1.08 Zr1.14,7.218,0.3603,23.4377,162.6361,-18.175,13.1988,1.4474,61.1518,-0.08,0.1878,1829.1727,4.6205,7.2666,0.096
Al1 Fe1 Mn1 Ti1 W1,6.4,0.582,15.6,201.2,-13.92,13.3809,1.914,69.66,-0.1976,0.5043,1979.894,4.862,7.2028,0.1913
Al1.92 Cu0.28 Mo1.44 Ni1.9 Ti0.91,6.2202,0.3361,18.0186,175.2124,-21.5801,12.2048,2.0189,65.3116,-0.1242,0.2886,1766.2307,4.6665,6.916,0.1053
Al1.69 Cr1.63 Cu0.73 Mn1.36 Ni0.73,6.4658,0.2299,6.5505,176.4251,-9.6604,12.8652,1.5621,60.299,-0.152,0.3577,1538.9929,3.6029,6.9176,0.0345
Co1 Cr1 Hf1 Mn1 Ni1 Ta1 Ti1,7.5714,0.32,22.4286,190.2857,-21.0612,16.1783,1.5029,63.4286,-0.0866,0.1877,2133.1429,4.9743,7.3236,0.0804
Al1 Fe1 Nb1 Ni1 Re1,7.4,0.17,15.8,209.8,-21.12,13.3809,1.588,80.06,-0.1811,0.4453,2136.294,5.51,7.2334,0.0378
Al1 Co1 Nb1 Pd1 Ti1,6.2,0.434,17.0,124.2,-45.28,13.3809,1.87,45.46,-0.056,0.1258,1844.104,4.812,7.1582,0.1217
Cr1 Fe1 Hf1 Mn1 V1,6.8,0.294,24.2,192.0,-8.48,13.3809,1.136,63.8,-0.1098,0.2442,2039.8,4.526,7.1348,0.0599
Co1 Cr1 Fe1 V1 W1 Zr1,7.0,0.5783,24.6667,222.0,-13.4444,14.8967,1.1367,87.1667,-0.1026,0.2247,2294.1667,5.585,7.299,0.1961
Al1 Fe1 Mn1 Mo1 Ni1,6.8,0.348,12.2,201.6,-11.36,13.3809,1.532,67.86,-0.1177,0.2515,1777.494,4.364,7.2122,0.0962
Al0.61 Co1.17 Cu0.88 Fe1.55 Mn0.66,8.0205,0.2392,7.2546,176.46,-1.9545,12.8635,1.2817,60.8823,-0.0675,0.1238,1569.2822,3.8641,7.5617,0.033
Al1 Co1 Fe1 Nb1 V1,6.0,0.17,16.2,144.6,-20.48,13.3809,1.462,55.66,-0.0704,0.1448,1889.094,4.982,7.0548,0.0287
Cr1.8 Fe1.82 Ni1.26,7.7787,0.128,2.2213,233.2418,-3.9872,9.0234,1.0305,92.623,-0.0175,0.0348,1925.6762,4.2549,7.4157,0.0211
Al1.1 Nb1.72 V0.85,4.4005,0.0201,16.8283,99.8365,-14.991,8.7721,1.7293,38.8937,-0.0365,0.0819,2074.2144,5.7847,6.5243,0.0003
Al1 Li1 Pd1 V1,4.75,0.625,17.75,82.5,-26.0,11.5257,1.4725,32.875,-0.1825,0.3635,1349.5425,3.5475,6.6152,0.3727
Cu1 Fe1 Mn1 Mo1 Ti1 W1,7.6667,0.47,12.6667,232.5,2.5556,14.8967,1.4917,81.7167,-0.1373,0.3113,2203.295,5.21,7.4755,0.1785
Co0.33 Cu1.79 Mn0.58 Si1.89 Sn0.91 Ti0.59,6.6141,0.2997,32.6125,120.3087,-26.353,13.4282,2.7393,43.1325,-0.0457,0.0905,1426.6192,3.9177,7.6944,0.0423
Co0.68 Fe1.33 Mo0.21 W1.74,8.9444,0.271,7.2298,304.7929,-0.8571,9.861,1.2316,117.5253,-0.0565,0.1133,2688.9722,6.4636,7.8391,0.1251
Al1.35 C0.6 Co1.66 Cr1.17 Ti1.46 V0.98,5.4224,0.8031,55.277,234.4418,-39.2648,14.5282,2.0093,71.5589,-0.1325,0.3279,1948.4577,4.616,7.26,0.1458
C0.27 Mo0.19 Ni0.32,6.9487,0.3576,38.9615,525.6538,-47.5496,8.9522,2.1714,119.2564,-0.0506,0.1167,2769.5513,6.034,8.7613,0.1545
Nb1 Y1,4.0,0.19,16.0,84.5,30.0,5.7628,1.595,39.5,-0.0007,0.0014,2274.5,6.015,6.488,0.0722
B1 Zn1,7.5,0.195,24.5,279.0,4.0,5.7628,2.51,106.5,-0.1443,0.3555,1520.84,3.54,8.846,0.0761
Ti0.66 V1.67,4.7167,0.0645,9.3176,124.6009,-1.6242,4.9552,1.5033,53.3176,-0.0061,0.0121,2114.4506,5.1797,6.7692,0.0033
Al1 Hf1 Mn1 Ni1 Si1,6.4,0.354,31.2,143.8,-51.68,13.3809,2.3,42.86,-0.0753,0.176,1674.694,4.274,7.2072,0.1056
Al1.99 Co0.21 Cr1.02 Cu0.64 Zr1.84,4.9789,0.3289,25.2719,127.0053,-30.5679,11.7015,1.8467,48.5998,-0.1542,0.4517,1620.5225,4.5683,6.6001,0.0727
Ba1 Co1 Cr1 Fe1 Mo1 Ni1 Pd1 V1,7.0,0.88,107.0,186.25,1.625,17.2885,1.18,71.75,-0.1361,0.2374,1924.2562,4.3313,7.198,0.2946
Co1 Cr1 Mo1 Nb1 Ti1,6.0,0.392,12.0,207.6,-13.44,13.3809,1.538,78.4,-0.0916,0.1919,2307.0,5.546,7.0668,0.1032
Al1 Fe1 Mo1 Ni1 Si1,6.2,0.278,15.4,183.4,-28.48,13.3809,2.226,70.26,-0.0979,0.2074,1811.094,4.706,7.3556,0.062
Cr1 Sn1,5.0,0.15,17.0,164.5,10.0,5.7628,2.445,66.5,-0.2103,0.5319,1342.54,3.62,7.0555,0.045
Cr1 Cu1 Fe1 Hf1 N1,7.6,1.094,56.2,212.8,-83.04,13.3809,1.916,63.06,-0.1088,0.2464,1583.584,4.556,8.7508,0.6846
Li1 Ta1,5.0,0.26,3.0,98.5,48.0,5.7628,1.295,36.6,-0.3024,0.7837,1871.825,4.865,6.641,0.1352
Al0.95 Cu1.29 Fe1.7 Ni1.51 Sc0.1 Y0.92,7.5425,0.5163,45.2921,148.5595,-13.1585,13.5999,1.5078,59.0529,-0.0675,0.128,1570.7542,4.0347,7.2641,0.1143
Ag1 Au1,8.0,0.305,0.5,80.5,-6.0,5.7628,1.005,28.5,-0.0014,0.0028,1286.13,3.375,8.401,0.1861
Al0.29 Fe1.1,6.9568,0.1741,6.3309,181.5827,-7.2646,4.2579,1.4589,70.3791,-0.0599,0.1034,1627.9182,4.0881,7.5023,0.016
Cr0.26 Mo1.88 Nb0.29 Ni1.09 Pd1.17 V1.53,7.1608,0.3463,11.008,205.2926,-18.5132,13.3169,1.1254,78.4646,-0.0784,0.161,2278.3133,5.4016,7.3101,0.1195
